Compound Score,Negative Score,Neutral Score,Positive Score,Tweet,TweetsAgo,User
0.0,0.0,1.0,0.0,RT @bbcrb: We all ❤️ #DrWho - but not as much as this guy! https://t.co/2n9SUQ8Rrg,68.0,@BBC
0.872,0.0,0.233,0.767,Merry Christmas sweetie darlings 💋🎁 https://t.co/JFn75lWTMS,69.0,@BBC
0.7901,0.0,0.68,0.32,"Eddie Redmayne and his newt Amanda love stories and they want to share one with you! 💤📖 

#CBeebiesBedtimeStory | 6… https://t.co/vPfQndtZOD",70.0,@BBC
0.0,0.0,1.0,0.0,"The Twelth Doctor must face his past to decide his future. 

#DoctorWho | 5:30pm | @BBCOne ❄️… https://t.co/ew7fXnObf0",71.0,@BBC
0.0,0.0,1.0,0.0,RT @BBCNews: Christmas campaign raises £4m for homeless in Scotland https://t.co/7frXpJ5SZK,72.0,@BBC
0.0,0.0,1.0,0.0,"Based on Julia Donaldson's much-loved children's book, #TheHighwayRat tells the tale of a ravenous rat in search of… https://t.co/zLlLCUbzSA",73.0,@BBC
-0.5423,0.285,0.588,0.127,"RT @BBCNews: #QueensSpeech hails ""powerful identities"" of London and Manchester after 2017 terror attacks 

https://t.co/TQs8pFQYD7 https:/…",74.0,@BBC
-0.3182,0.084,0.916,0.0,"RT @bbcthree: ""Think about the things you did get to do with them""

Young people on who they lost and how they'll remember them at Christma…",75.0,@BBC
0.4019,0.0,0.903,0.097,RT @BBCOne: Never in his wildest dreams did this man think he'd be waking up to Ainsley Harriott feeding him pigs in blankets in Michael Mc…,76.0,@BBC
0.0,0.0,1.0,0.0,"Not everyone looks forward to Christmas. 💔

Via @BBCSouthNews https://t.co/mxZ6Tmvay8",77.0,@BBC
0.0,0.0,1.0,0.0,Watch HM Queen Elizabeth II deliver her annual address in the Christmas message to the nation and the Commonwealth.… https://t.co/QWv788eKY6,78.0,@BBC
0.0,0.0,1.0,0.0,Trying to move after Christmas lunch like... 🐡 https://t.co/8gRUm0phyj,79.0,@BBC
0.0,0.0,1.0,0.0,The definitive eyebrow trend of 2017? 🎄 https://t.co/mpvW6JdxwR https://t.co/f2cA0a8DQK,80.0,@BBC
0.2023,0.0,0.924,0.076,🎄📺 What makes a top rated Christmas Day TV show? Take a look back at more than 60 years of BBC programmes that topp… https://t.co/N1nxxQUnut,81.0,@BBC
0.0,0.0,1.0,0.0,Meghan Markle joins royals for Christmas service. 🎄 https://t.co/jjJAy263U2 https://t.co/cbvLXtfC8m,82.0,@BBC
-0.25,0.154,0.846,0.0,"Cancel Christmas... 🙅🎄

This guy made a candy cane pizza and... 🤢 https://t.co/adDVuP2nFG https://t.co/kbmPDFSgoF",83.0,@BBC
0.4588,0.0,0.765,0.235,"😂 Top 3 Christmas films: 

👉 The Muppets Christmas Carol
👉 Muppet Treasure Island
👉 Muppets from Space

Via… https://t.co/LPj82MI1WY",84.0,@BBC
0.7424,0.0,0.687,0.313,"RT @BBCOne: Join @Fearnecotton and @claraamfo for a festive Top of the Pops Christmas! With performances from @DUALIPA, @edsheeran, @RitaOr…",85.0,@BBC
0.0,0.0,1.0,0.0,"RT @BBCOne: It's Christmaaaassssss! 🎄🎁 

Here's some @BBCOne #ChristmasDay highlights to tuck into alongside your mince pies. https://t.co/…",86.0,@BBC
0.702,0.0,0.744,0.256,"RT @BBCSpringwatch: A VERY Merry Christmas from Michaela, Chris and everyone on the Winterwatch team! 🎄 https://t.co/oxVxeOuA0u",87.0,@BBC
0.3182,0.0,0.901,0.099,"Q. How do you find Will Smith in the snow? 

A. Look for the fresh prints.
~ @SusanCalman 😂

A selection of some of… https://t.co/99TlhkzNEF",88.0,@BBC
0.0,0.0,1.0,0.0,"RT @1Xtra: Add a little kuruption to your Christmas day! The @KuruptFM crew are taking over from 4PM, get locked in (but maybe don't invite…",89.0,@BBC
-0.4215,0.177,0.823,0.0,The first Scrooge: How the world’s best-known miser was brought to life. https://t.co/ntxCOXAVgz https://t.co/GbnKiX9n3d,90.0,@BBC
0.34,0.0,0.862,0.138,"98-year-old Mary is about to star in her first ever nativity play. ❤️
Via @BBCLookNorth. https://t.co/64le1kLdvz",91.0,@BBC
-0.2263,0.137,0.863,0.0,Tangled tinsel and wonky trees: The UK's dodgy Christmas displays 🎁😂 https://t.co/ALhLHLtGMO https://t.co/xAJkEcWfdo,92.0,@BBC
0.5093,0.0,0.852,0.148,Can you figure out which of these christmassy creatures are real? Have a go at @CBBC's festive fish quiz! 🐠🎄🐡🎅… https://t.co/RTxcKzBMLN,93.0,@BBC
0.765,0.0,0.769,0.231,RT @bbccomedy: Dame Julie Walters on working with Victoria Wood and all the great British comedy legends who wanted to be in her sketches.…,94.0,@BBC
0.0,0.0,1.0,0.0,RT @BBCSpringwatch: When the kids wake you up at 6am to open presents... https://t.co/bHJ71lAg5U,95.0,@BBC
0.0,0.0,1.0,0.0,"Mince pie. Pudding. Trifle. Repeat. 😋

And so it begins... https://t.co/cc01dOcpMo",96.0,@BBC
0.0,0.0,1.0,0.0,Where did the Deathly Hallows symbol come from? ✨ 📖 Harry Potter: A History of Magic. Today at 10am on @BBCTwo. https://t.co/RWAdCoJVUC,97.0,@BBC
0.5848,0.0,0.787,0.213,"🎄🎁🎅 Merry Christmas! 

Start your day right... with a video of a baby turtle tackling a sprout. ❤️️🐢https://t.co/TPjDwBNj8B",98.0,@BBC
-0.5423,0.2,0.8,0.0,"Toasters: sworn enemy of the pet cat. 

#Doodlebugs is now available on @BBCiPlayer: https://t.co/5Yg5NYbjiO https://t.co/wAi6tUDMvy",99.0,@BBC
-0.3182,0.091,0.909,0.0,Will you struggle to nod off knowing that Santa's on his way? Here are 7 tips from the Tudors on how to have a good… https://t.co/aqJ1Kp5QlL,100.0,@BBC
0.5255,0.0,0.805,0.195,RT @OnYourFeetBway: The #rhythmisgonnagetyou...TONIGHT! The cast of @onyourfeetbway performs a tribute to Kennedy Center honoree @GloriaEst…,1.0,@CBSTweet
0.9256,0.0,0.591,0.409,RT @llcoolj: Tonight #HIPHOP makes history!!! I’m grateful &amp; honored to be inducted with this amazing class!! This one is #FORTHECULTURE!!!…,2.0,@CBSTweet
0.0,0.0,1.0,0.0,RT @llcoolj: #HIPHOP MAKES HISTORY TONIGHT!!! https://t.co/Rme93hSnDo,3.0,@CBSTweet
-0.2244,0.24,0.76,0.0,RT @TheNormanLear: Don’t miss this tonight! https://t.co/18yIFaGu6k,4.0,@CBSTweet
0.8433,0.063,0.554,0.383,RT @GloriaEstefan: Don’t miss it tonight on @CBSTweet at 8/9c the @kencen honors!!! Hope everyone’s holidays have… https://t.co/ejU2Fj7BFT,5.0,@CBSTweet
0.5954,0.0,0.856,0.144,"RT @kencen: Our 40th Annual #KCHonors airs tonight at 9/8c on @CBSTweet! 

Look back on a moment from our very first Honors in 1978: Isaac…",6.0,@CBSTweet
0.0,0.0,1.0,0.0,RT @llcoolj: Dec 26th. Hip hop makes history . https://t.co/nMMNbeSVmn,7.0,@CBSTweet
-0.2263,0.101,0.899,0.0,"Due to NFL overrun #CBS is delayed 36mins in Charlotte/NC, Cincinnati/OH, Nashville, Atlanta, New Orleans, Baton Ro… https://t.co/unF1wB2kzC",8.0,@CBSTweet
0.0,0.0,1.0,0.0,"RT @CBS: Rapper @BustaRhymes pays tribute to @LLCoolJ, performing his hit song ""Mama Said Knock You Out"" at The 40th Annual Kennedy Center…",9.0,@CBSTweet
0.0,0.0,1.0,0.0,RT @MacGyverCBS: ❄️  #HappyHolidays from all of us at #MacGyver! ❄️ https://t.co/sJmHZgfuCS,10.0,@CBSTweet
0.6597,0.0,0.748,0.252,"RT @SaraRamirez: You want to be ready when @MadamSecretary returns on Jan 7. Catch up on #SeasonFour during the
Holidays at https://t.co/Fp…",11.0,@CBSTweet
-0.0258,0.209,0.588,0.203,RT @thedailybeast: How Stephen Colbert used Trump to win the late-night war: https://t.co/r93BKbodkc,12.0,@CBSTweet
0.128,0.0,0.897,0.103,RT @TVLine: #NCIS Exclusive: How Cozy Will Bishop/Torres Get While Undercover? — #2018FirstLook https://t.co/src53p0Xfa https://t.co/VLLhNX…,13.0,@CBSTweet
0.0,0.0,1.0,0.0,RT @survivorcbs: Get a firsthand look at the Survivors' reactions to the finale episodes as they watched from backstage! #Survivor https://…,14.0,@CBSTweet
0.5994,0.0,0.794,0.206,Congratulations to @elonmusk on the #SpaceX Falcon 9 rocket launch from his fans at #YoungSheldon and… https://t.co/XHgNNuz1NP,15.0,@CBSTweet
0.6696,0.0,0.781,0.219,Catch 2 newly colorized #DickVanDyke eps chosen by @carlreiner as 2 of #MaryTylerMoore’s best! Tonight 9/8c on #CBS https://t.co/U2J8ShqZ1z,16.0,@CBSTweet
0.8622,0.076,0.552,0.372,No need to ‘splain why we still love Lucy! Celebrate the holidays with 2 colorized #ILoveLucy tonight starting at 8… https://t.co/vYNTObEpRJ,17.0,@CBSTweet
0.8622,0.0,0.676,0.324,"RT @CBS: Tonight, ring in the holidays with two back-to-back episodes of a timeless comedy classic, now in color! Watch the I Love Lucy Chr…",18.0,@CBSTweet
-0.5106,0.18,0.82,0.0,"RT @CBSSportsGang: Sean McManus, Chairman, CBS Sports, on the passing of legendary broadcaster Dick Enberg https://t.co/rPckzAcaX3",19.0,@CBSTweet
0.25,0.0,0.895,0.105,RT @TVGuide: Hondo's team loosens up for a chance to meet Beyoncé in this #SWAT sneak peek https://t.co/f2T6V7FWoC https://t.co/pFmhd4mFMu,20.0,@CBSTweet
0.5255,0.0,0.805,0.195,RT @OnYourFeetBway: The #rhythmisgonnagetyou...TONIGHT! The cast of @onyourfeetbway performs a tribute to Kennedy Center honoree @GloriaEst…,21.0,@CBSTweet
0.9256,0.0,0.591,0.409,RT @llcoolj: Tonight #HIPHOP makes history!!! I’m grateful &amp; honored to be inducted with this amazing class!! This one is #FORTHECULTURE!!!…,22.0,@CBSTweet
0.0,0.0,1.0,0.0,RT @llcoolj: #HIPHOP MAKES HISTORY TONIGHT!!! https://t.co/Rme93hSnDo,23.0,@CBSTweet
-0.2244,0.24,0.76,0.0,RT @TheNormanLear: Don’t miss this tonight! https://t.co/18yIFaGu6k,24.0,@CBSTweet
0.8433,0.063,0.554,0.383,RT @GloriaEstefan: Don’t miss it tonight on @CBSTweet at 8/9c the @kencen honors!!! Hope everyone’s holidays have… https://t.co/ejU2Fj7BFT,25.0,@CBSTweet
0.5954,0.0,0.856,0.144,"RT @kencen: Our 40th Annual #KCHonors airs tonight at 9/8c on @CBSTweet! 

Look back on a moment from our very first Honors in 1978: Isaac…",26.0,@CBSTweet
0.0,0.0,1.0,0.0,RT @llcoolj: Dec 26th. Hip hop makes history . https://t.co/nMMNbeSVmn,27.0,@CBSTweet
-0.2263,0.101,0.899,0.0,"Due to NFL overrun #CBS is delayed 36mins in Charlotte/NC, Cincinnati/OH, Nashville, Atlanta, New Orleans, Baton Ro… https://t.co/unF1wB2kzC",28.0,@CBSTweet
0.0,0.0,1.0,0.0,"RT @CBS: Rapper @BustaRhymes pays tribute to @LLCoolJ, performing his hit song ""Mama Said Knock You Out"" at The 40th Annual Kennedy Center…",29.0,@CBSTweet
0.0,0.0,1.0,0.0,RT @MacGyverCBS: ❄️  #HappyHolidays from all of us at #MacGyver! ❄️ https://t.co/sJmHZgfuCS,30.0,@CBSTweet
0.6597,0.0,0.748,0.252,"RT @SaraRamirez: You want to be ready when @MadamSecretary returns on Jan 7. Catch up on #SeasonFour during the
Holidays at https://t.co/Fp…",31.0,@CBSTweet
-0.0258,0.209,0.588,0.203,RT @thedailybeast: How Stephen Colbert used Trump to win the late-night war: https://t.co/r93BKbodkc,32.0,@CBSTweet
0.128,0.0,0.897,0.103,RT @TVLine: #NCIS Exclusive: How Cozy Will Bishop/Torres Get While Undercover? — #2018FirstLook https://t.co/src53p0Xfa https://t.co/VLLhNX…,33.0,@CBSTweet
0.0,0.0,1.0,0.0,RT @survivorcbs: Get a firsthand look at the Survivors' reactions to the finale episodes as they watched from backstage! #Survivor https://…,34.0,@CBSTweet
0.5994,0.0,0.794,0.206,Congratulations to @elonmusk on the #SpaceX Falcon 9 rocket launch from his fans at #YoungSheldon and… https://t.co/XHgNNuz1NP,35.0,@CBSTweet
0.6696,0.0,0.781,0.219,Catch 2 newly colorized #DickVanDyke eps chosen by @carlreiner as 2 of #MaryTylerMoore’s best! Tonight 9/8c on #CBS https://t.co/U2J8ShqZ1z,36.0,@CBSTweet
0.8622,0.076,0.552,0.372,No need to ‘splain why we still love Lucy! Celebrate the holidays with 2 colorized #ILoveLucy tonight starting at 8… https://t.co/vYNTObEpRJ,37.0,@CBSTweet
0.8622,0.0,0.676,0.324,"RT @CBS: Tonight, ring in the holidays with two back-to-back episodes of a timeless comedy classic, now in color! Watch the I Love Lucy Chr…",38.0,@CBSTweet
-0.5106,0.18,0.82,0.0,"RT @CBSSportsGang: Sean McManus, Chairman, CBS Sports, on the passing of legendary broadcaster Dick Enberg https://t.co/rPckzAcaX3",39.0,@CBSTweet
0.25,0.0,0.895,0.105,RT @TVGuide: Hondo's team loosens up for a chance to meet Beyoncé in this #SWAT sneak peek https://t.co/f2T6V7FWoC https://t.co/pFmhd4mFMu,40.0,@CBSTweet
-0.6103,0.266,0.734,0.0,Thief! Who robbed Christy &amp; Bonnie at Christmas? #Mom tonight 9/8c! https://t.co/RvwQNQZMyj,41.0,@CBSTweet
0.0,0.0,1.0,0.0,Each member of Short family experiences Christmas in their own unique way on #LifeInPieces tonight 9:30/8:30c! https://t.co/Jvfj0oytQA,42.0,@CBSTweet
-0.8271,0.352,0.648,0.0,Sheldon is forced to tutor Georgie when poor grades threaten his brother’s future on the football team 🏈… https://t.co/hBMAOzPxkq,43.0,@CBSTweet
-0.508,0.162,0.838,0.0,RT @extratv: .@swatcbs sneak peek! @shemarmoore's Hondo and the team run into some unexpected trouble! Watch: https://t.co/LPU5ZdAtK2 https…,44.0,@CBSTweet
0.0,0.0,1.0,0.0,"RT @TVGuide: Peter Facinelli's arrival on #SWAT will ""complicate"" things for Hondo and Jessica https://t.co/288RZ13Wvi https://t.co/JOtKssD…",45.0,@CBSTweet
0.4939,0.0,0.833,0.167,"RT @CBSThisMorning: .@GloriaEstefan is the first Cuban-American to receive a Kennedy Center Honor. The singer, songwriter and entrepreneur…",46.0,@CBSTweet
0.0,0.0,1.0,0.0,RT @peopletv: https://t.co/wpNT4o26eG,47.0,@CBSTweet
0.5106,0.0,0.837,0.163,"#CBSRatingsNews: #Survivor season finale tops Wednesday in viewers and key demos, matching year ago Fall and Spring… https://t.co/TJLax5pQyj",48.0,@CBSTweet
-0.6249,0.17,0.83,0.0,"RT @survivorcbs: Preview the next season, #SurvivorGhostIsland, where some of the worst decisions made on #Survivor will come back to haunt…",49.0,@CBSTweet
0.0,0.0,1.0,0.0,"RT @survivorcbs: To learn more about PTSD, go to: https://t.co/F8KVbAgPDo #Survivor",50.0,@CBSTweet
0.0,0.0,1.0,0.0,RT @survivorcbs: P.S. Look who's here: Dan Bakkedahl from @LifeInPiecesCBS! #Survivor https://t.co/HRvqMOlGxw,51.0,@CBSTweet
0.6124,0.0,0.615,0.385,RT @survivorcbs: Diving towards immunity AND reward like… #Survivor https://t.co/gcIeZdPnDx,52.0,@CBSTweet
0.3802,0.0,0.861,0.139,Check out the @survivorcbs Instagram story! @jeffprobst and the #Survivor castaways are answering some fan question… https://t.co/VCMQyLnyqp,53.0,@CBSTweet
0.6808,0.0,0.616,0.384,RT @DaltonRoss: Raise your hand if you’re excited for #SurvivorFinaleDay. https://t.co/i3DuCQs4fS,54.0,@CBSTweet
0.4389,0.091,0.736,0.173,RT @YandR_CBS: Christmas is just around the corner! Celebrate with @GinaTognoni on The Young and the Restless. #YR https://t.co/Bzb1AK6Dl8,55.0,@CBSTweet
0.8777,0.0,0.598,0.402,RT @SWATWritersRoom: Merry Christmas and Happy Holidays from @SWATWritersRoom! Filmed at our final Table Read of 2017. https://t.co/kW4A85E…,56.0,@CBSTweet
0.4574,0.0,0.85,0.15,"RT @etnow: .@NancyODell, @KevinFrazier and @KeltieKnight will host the GRAMMY Red Carpet Live special on @CBS! https://t.co/D6q7qgb6CN http…",57.0,@CBSTweet
0.4667,0.0,0.763,0.237,"Don't miss A Home for the Holidays with @JoshGroban, featuring performances by @Kelly_Clarkson, @KaceyMusgraves and… https://t.co/gbhyqgyUB8",58.0,@CBSTweet
0.5719,0.0,0.837,0.163,#CBSRatingsNews: #CBS Wins The Week In Viewers Led By Its Most-Watched Sunday Of The Season. NFL Prime Runover Deli… https://t.co/mBV1Vpby5q,59.0,@CBSTweet
0.0,0.0,1.0,0.0,#CBSRatingsNews: @letsmakeadeal and @PriceIsRight deliver most viewers since early spring. #LMAD delivered 3.14 mil… https://t.co/QjOsr5qmZU,60.0,@CBSTweet
0.6369,0.0,0.769,0.231,"#CBSRatingsNews: @ColbertLateShow Scores Best Weekly Audience Since Show’s Premiere In Sept.  2015, averaging 3.38M… https://t.co/6ExJYKlW9F",61.0,@CBSTweet
0.7964,0.0,0.651,0.349,"RT @LifeInPiecesCBS: The holiday spirit is alive, well, and wildly different for each member of the Short family in Thursday's #LifeInPiece…",62.0,@CBSTweet
0.8625,0.0,0.61,0.39,"RT @TheTalkCBS: 🎼 EAST COAST 🎶 Our music-filled-week continues w/ a heartfelt performance from @AnnieLennox and our good friend, the talent…",63.0,@CBSTweet
0.5106,0.0,0.677,0.323,RT @extratv: .@kelly_clarkson &amp; @joshgroban talk emotional #AHomeForTheHolidays special: https://t.co/ZfsCsRxU2F https://t.co/baYr1bNCl5,64.0,@CBSTweet
0.8519,0.0,0.683,0.317,"RT @kelly_clarkson: Celebrate the season and watch A Home for the Holidays, Tuesday at 8pm on CBS, and post or tweet your favorite moments…",65.0,@CBSTweet
0.4404,0.0,0.884,0.116,"RT @CBSWatch: Kick back and relax with this first look of our #CBSWatch photoshoot with #Bull star @ChrisisSingin. 

See more of Chris befo…",66.0,@CBSTweet
0.0,0.0,1.0,0.0,#MadamSecretary creator Barbara Hall says #ElizabethMcCord will consider running for president. Via @EW: https://t.co/Dul2wShF88,67.0,@CBSTweet
0.0,0.0,1.0,0.0,RT @DaltonRoss: Updated #Survivor season rankings in gallery form! https://t.co/UtT5pxLVeb,68.0,@CBSTweet
0.2023,0.0,0.893,0.107,RT @EW: We ranked all 35 seasons of #Survivor. See which came out on top: https://t.co/DUS8uass9p,69.0,@CBSTweet
0.8777,0.0,0.448,0.552,RT @CrimMinds_CBS: ❄️ The BAU wishes you safe and happy holidays! ❄️ https://t.co/sfviSdKqMO,70.0,@CBSTweet
0.5719,0.0,0.829,0.171,"RT @CBS: In one week, celebrate a night of legends when @LionelRichie, @GloriaEstefan, Carmen de Lavallade (@CarmenDances), @LLCoolJ &amp; @The…",71.0,@CBSTweet
0.4278,0.08,0.749,0.171,Don’t miss #CBS RED CARPET LIVE SPECIAL with @nancyodell @KevinFrazier  &amp; @keltieknight on #CBS 1/28 #GRAMMYs… https://t.co/65pMkZsXxI,72.0,@CBSTweet
0.7345,0.0,0.764,0.236,RT @SaraRamirez: At @MadamSecretary this morning with the fabulous @patinamiller! We're acting like it's 10pm in the show when in reality w…,73.0,@CBSTweet
0.7644,0.0,0.548,0.452,RT @YoungSheldon: 'Tis the season! Happy holidays from #YoungSheldon. https://t.co/d01mbsApFL,74.0,@CBSTweet
0.0,0.0,1.0,0.0,"RT @colbertlateshow: TONIGHT: We’re taking a trip down memory (or nightmare) lane, and going back to Inauguration Day on tonight’s encore #…",75.0,@CBSTweet
0.4215,0.0,0.882,0.118,RT @Showtime: Follow the tru-ish misadventures of the 45th President of the United States in a new parody series from @StephenAtHome and @C…,76.0,@CBSTweet
-0.636,0.181,0.819,0.0,"Walter is near death, Ray is his ‘guardian angel’ &amp; #TeamScorpion doesn’t know each other! We need a #Christmas mir… https://t.co/jFFm8IXs19",77.0,@CBSTweet
0.5859,0.0,0.758,0.242,"On Tonight's  new #9JKL, #FredWillard and #ChristinaPickles guest star as Harry and Judy's competitive friends. Don… https://t.co/dl04G17kH6",78.0,@CBSTweet
0.0,0.0,1.0,0.0,RT @jermaineFOWLER: A brand new episode of #SuperiorDonuts will be premiering on CBS in 2 minutes!!! https://t.co/Rbxvhervej,79.0,@CBSTweet
0.0,0.093,0.815,0.093,RT @MattMurray28: Thank you to #kcal9news for having me this morning to talk a bunch of mess and about the new episode tonight for @9jklcbs…,80.0,@CBSTweet
0.4019,0.0,0.881,0.119,"When Arthur decides to face off against Fawz in a local election, can his campaign manager Franco help his boss bri… https://t.co/JEioIyslMI",81.0,@CBSTweet
0.6239,0.0,0.774,0.226,Will Adam and Andi win over their neighbors @SherriEShepherd and #TimMeadows? #ManWithAPlan Tonight 8:30/7:30c! https://t.co/G76zOyNu37,82.0,@CBSTweet
0.0,0.0,1.0,0.0,"While gathered around the Christmas tree, Vanessa &amp; Kevin reminisce about their 1st night on patrol together!… https://t.co/dXkuZfwPBQ",83.0,@CBSTweet
0.4574,0.0,0.857,0.143,"RT @LifeInPiecesCBS: In Thursday's all-new #LifeInPieces, the Shorts experience a series of holiday mishaps... Twelve, to be exact! Tell us…",84.0,@CBSTweet
0.7346,0.0,0.721,0.279,.@LLCoolJ to host new LIVE 1-hour interactive talent show “MVP: Most Valuable Performer” featuring current pro foot… https://t.co/fPxYCpPv3T,85.0,@CBSTweet
0.0,0.0,1.0,0.0,"RT @SEALTeamCBS: From wardrobe to equipment cages to a wall of veteran dedication, @tonitrucks and #JessicaParé take you behind the scenes…",86.0,@CBSTweet
0.0,0.0,1.0,0.0,"RT @CBSSportsGang: CBS Sports National Game coverage scores highest rating of 2017 NFL Season on any network, highlighted by @Patriots win…",87.0,@CBSTweet
-0.2263,0.095,0.905,0.0,"ATTN ET &amp; CT viewers - due to a football overrun #CBS is delayed 8 mins. New start times:
#60Minutes 7:38ET/6:38CT… https://t.co/x84rZphACP",88.0,@CBSTweet
0.0,0.0,1.0,0.0,RT @NCISLA: 'Tis the season to watch #NCISLA! Tune in tonight on CBS and CBS All Access: https://t.co/AQmeXrVr1S https://t.co/Lgn8Yn4QVR,89.0,@CBSTweet
0.8629,0.039,0.612,0.349,"RT @CBS: This Friday, you won't want to miss this priceless treasure when the I Love Lucy Christmas Special airs at 8/7c on CBS! https://t.…",90.0,@CBSTweet
0.743,0.0,0.64,0.36,RT @TVLine: Is the @NCISLA Team Ready to Rescue Hetty? — Exclusive 2018 FIRST LOOK https://t.co/4Nsik18oBG https://t.co/fqhIZv0ybP,91.0,@CBSTweet
0.7906,0.0,0.72,0.28,#CBSRatingsNews: #H50 tops Friday in viewers and A18-49. #CBS wins the night in viewers and key demos. #LSSC scores… https://t.co/BSuaKOY8CS,92.0,@CBSTweet
0.5256,0.0,0.805,0.195,RT @franklinavenue: Primetime’s Most Valuable Player @David_Boreanaz Has Another Hit With #SEALTeam — Ratings Watch https://t.co/PQ8tb3vyPR…,93.0,@CBSTweet
-0.1531,0.19,0.652,0.158,"RT @MacGyverCBS: Through the good and the bad, family sticks together ❤️ #MacGyver https://t.co/h7tV8B8J0S",94.0,@CBSTweet
-0.7506,0.308,0.6,0.092,The team’s Christmas celebration is halted when Mac is arrested for terrorism. #BruceMcGill from the original serie… https://t.co/YPVrmZvX5x,95.0,@CBSTweet
0.4184,0.059,0.815,0.125,"#H50 fans, you can’t miss this episode! See McG &amp; Danno as old men! Grace &amp; Will’s wedding? Plus, WHO will take ove… https://t.co/Xj7p0Cgs8Q",96.0,@CBSTweet
0.6155,0.0,0.809,0.191,FA LA LA! ❄️It's a FAB FRIDAY on #TheTalk w/ @HereIsGina dishing on directing @CWJaneTheVirgin &amp; new film… https://t.co/wEwai5WegQ,97.0,@CBSTweet
0.1326,0.0,0.895,0.105,"RT @justjaredjr: If you're not obsessed with #YoungSheldon star @OfficialRaeganR, you will be

https://t.co/68yfc99Px1",98.0,@CBSTweet
0.6114,0.0,0.826,0.174,RT @KevinCanWaitCBS: Celebrate #FlashbackFriday with a throwback to Kevin and Vanessa's early days together!  See more of their first job a…,99.0,@CBSTweet
0.5106,0.0,0.829,0.171,#CBSRatingsNews: #BigBangTheory tops Thursday in viewers and Key Demos. #YoungSheldon is 1st at 8:30 in A18-49.… https://t.co/uhAVRN1Xsd,100.0,@CBSTweet
-0.7717,0.309,0.691,0.0,Three US cities sue @DeptofDefense for allegedly failing to report servicemembers' criminal convictions to the @FBI… https://t.co/IeBzL2YqDF,1.0,@FoxNews
0.0,0.0,1.0,0.0,"Part of historic Magnolia tree planted by President Andrew Jackson to be removed, @WhiteHouse says https://t.co/oQd5RLIhYs",2.0,@FoxNews
0.3818,0.0,0.852,0.148,".@JonathanTurley on #Trump-Russia investigation: ""Many people in Washington hoped that they would have stockings fi… https://t.co/PPeqD559ag",3.0,@FoxNews
-0.6908,0.32,0.68,0.0,".@POTUS predicts mandate repeal will kill ObamaCare, spur replacement plan https://t.co/Vcms4T5ncL",4.0,@FoxNews
0.0,0.0,1.0,0.0,'The Office's' Jenna Fischer blasted over incorrect GOP tax bill tweet https://t.co/2ulVAPUczM,5.0,@FoxNews
-0.4404,0.225,0.775,0.0,"North Korean defector had anthrax antibodies in system, report says https://t.co/fKV0lS7fvS",6.0,@FoxNews
-0.4404,0.281,0.719,0.0,.@POTUS administration ends 2017 confronting Russia after year of collusion accusations https://t.co/0CohTPOswr,7.0,@FoxNews
0.3182,0.0,0.813,0.187,Maryland police officer rescues bald eagle on Christmas Eve https://t.co/kOq0HKUFHE https://t.co/RJxRR31yYG,8.0,@FoxNews
0.0,0.0,1.0,0.0,"Fetuses found in Detroit warehouse owned by body broker, report says https://t.co/SCwgJBpAZe",9.0,@FoxNews
0.34,0.0,0.821,0.179,Dustin Diamond stars as Harvey Weinstein in graphic new music video https://t.co/a6B3pPfWtE,10.0,@FoxNews
0.4939,0.0,0.789,0.211,Lt. Col. Peters: North Korea's Nuke Program Their All-In 'Hand of Poker' https://t.co/msasGMJhas,11.0,@FoxNews
-0.4019,0.182,0.711,0.107,".@dbongino on college campus violence &amp; liberals thinking ""words are violence"": ""They think by engaging in violence… https://t.co/R8XiT0UJBm",12.0,@FoxNews
0.0,0.0,1.0,0.0,".@MarkSteynOnline: If a President Were to Hold UN Accountable, 'Trump's the Guy Who Would' https://t.co/k5KHS7jGHH",13.0,@FoxNews
-0.3818,0.191,0.809,0.0,WATCH: @MLB Rookie Shocks Parents By Paying Off Mortgage for Christmas https://t.co/PdWOwzd72E,14.0,@FoxNews
-0.872,0.548,0.452,0.0,Kentucky man charged with harboring a vicious animal after fatal pit bull attack https://t.co/fg28T7QGpt,15.0,@FoxNews
-0.0772,0.158,0.702,0.14,".@Disney resorts add new security policy, removes 'Do Not Disturb' signs from rooms https://t.co/AHWhiGoqoK",16.0,@FoxNews
0.0,0.0,1.0,0.0,Opinion: Here's a New Year's resolution that can change your life (via @FoxNewsOpinion) https://t.co/PVl8lQevlz,17.0,@FoxNews
0.4939,0.0,0.833,0.167,"Republican strategist @chrisprudhome: ""What is the point of individuals having health care when you can't actually… https://t.co/C462wdeIjs",18.0,@FoxNews
0.0,0.0,1.0,0.0,Minnesota couple delivers Christmas Day baby on side of road https://t.co/jFZAN09jhC https://t.co/ya8LMQWVZw,19.0,@FoxNews
-0.296,0.095,0.905,0.0,".@FDD Senior Counselor John Hannah: ""There are no rules of the game in the cyber space, so as quickly as possible,… https://t.co/Q0JjhziZeO",20.0,@FoxNews
-0.7717,0.309,0.691,0.0,Three US cities sue @DeptofDefense for allegedly failing to report servicemembers' criminal convictions to the @FBI… https://t.co/IeBzL2YqDF,21.0,@FoxNews
0.0,0.0,1.0,0.0,"Part of historic Magnolia tree planted by President Andrew Jackson to be removed, @WhiteHouse says https://t.co/oQd5RLIhYs",22.0,@FoxNews
